user_id,comment_text,date_created,num_likes,num_replies
pfbid0cwyGAVaZQLBaLeHrwW42PRCw14QTXbJGoeVDZJjZMTRGBENDyueWLJfo7iauSjohl,"Thank you Alan for coming out and inspecting our A/C and Furnace. I really appreciate your knowledge and thoroughness ,   See you next time…","""2024-08-18T17:02:29.000Z""",0,1
pfbid02fCFtP45XWvNvhhUZR8XFuHSCn4z54LwkDXSnqfWUXefB1RS4o7BaTxYMHVeF7xKAl,MK Gibson,"""2024-01-11T23:49:41.000Z""",0,1
pfbid02jHF54qrU5V1cbrqUNSEHTSFNbQzDd6YzZfXLpSStH24e8k52PxstYALomF4q1HDsl,"$25 a month per line guaranteed for 3 years. Then we gonna get ya and jack up your rate. Meanwhile at T-mobile, $25 a line forever.  Verizon is such a f-bag company.","""2024-01-16T00:23:45.000Z""",0,1
pfbid0m2GFdXtAFZNCo8KvgvmmYunoxAhSvSZEWerF8FGKSZn88URQDM4k1Tt5YGTPzAz2l,Us 🤣 Jada Smith,"""2024-01-12T11:09:29.000Z""",0,1
pfbid0wG3CWCjhxVXEVFAkDZxioZHjHLwT4B8V1nHkoWaJVVQBt1hLyormnfutDf144weCl,Amber Linae,"""2024-01-12T00:04:58.000Z""",0,1
pfbid0Uk2rU2odj4mSa3gF9ej12mmaNLaRRTJKsWjD7zw8uraRLm41276cgK2uoWER5PBcl,"The last few days have been awful and today it just got worse. 

We just found out that not only did AT&T TAKE OUT OUR PHONE LINES AND CANT REPAIR THEM, BUT THEY ”ACCIDENTALLY” CANCELLED THE PHONE NUMBERS THAT HAVE BEEN ATTACHED TO THIS SHOP FOR APPROXIMATELY 3 DECADES!!! CANCELLED THEM!! 

No one will elevate the problem. 

The last ”customer service” person we spoke to was taking calls WHILE she was ordering fast food (we have recordings), the last “service” person said the calls would be routed to Tim’s cell phone by the end of day…did not do it. 

Tim is feeling pretty down and beat y’all.

If ANYONE knows ANYTHING or ANYONE at @ATT and can help. We are at our wits end. 

👉🏼👉🏼👉🏼Or if you know a social media influencer or news organization who would do a story on what he’s going through. We are now in need of real assistance, before he loses his phone numbers forever. 

If you Tweet or TikTok or Email or FB anything at all. Please do. 
Please send something that may call attention from a person in a place of position, that can help. Please. AT&T Business 

Until then. Tim said to share his personal cell phone number with all of you, to show his commitment to making sure your vehicles are repaired in a timely fashion. So please feel free to call his cell phone to schedule your repair or check on your vehicle at Muffler Man of Lake Orion

Thank you.","""2023-04-22T02:21:25.000Z""",0,1
pfbid02peGqJ3Lc5KHAn8NYJty9ZaXyTG6t9bVkQCei8UqCF4oU6ogNVd6jMp45PLzdwQYil,"For those who may be concerned, I was scammed by an AT&T store.  I purchased a line and installed it on the phone and it did not work.  While I was there, I returned it after taking my details.  A month later, I was surprised with a bill stating that the line had been used for $223.56.  I did not use any service from this company, AT&T, and they sent me a threat.  Through my email, it is delivered to a third-party collection agency, which may have a negative impact on your credit report.  Distorted, what should I do?  Please help and this is Amelie Faltaalkng@gmail.com","""2023-11-17T05:41:22.000Z""",0,1
pfbid02VRnTmpGY4d4ds5iv1ZSwYCW1zEWm1giLSHBLrV71YegPXGfMH86z7RNY2SiTbfmdl,Sonya LOL,"""2024-01-12T15:35:12.000Z""",0,1
pfbid02acSUdm45s4LUFEBm4H5mJCo5mEtYEmaCwvtXgAsQ8kYCqWKPJY1PYMLcPTKW1pwjl,Utah At&T coverage is horrible.,"""2024-01-28T23:53:47.000Z""",0,1
pfbid02ZaNef4JwRLs37aTZWffyiV4ZHV9mSDSYYxC87myHwWYuez5YoGbW2LvNTRwpjcbyl,Kim Dunn 🤣🤣,"""2024-01-12T00:04:04.000Z""",0,1
pfbid0MbgyYLyoLDJizgXaw7UWnCjEJ5JtF6fLh69xdmGF4EDGQNSJA86ukLoqy6B4GW2Al,Bobbi Jean 😂,"""2024-01-11T22:16:00.000Z""",0,1
pfbid0t264hQqaETXApxDy6MQyowojwFg7fZS3Ux9oob4jWfUG4t6tuLGZhjr67E1a9oBXl,Rachel Elizabethpretty sure we’ve been doing this for like 15 years,"""2024-01-14T21:08:10.000Z""",0,1
pfbid02gqVGkYZuDMpexouc8wcgp6nUTueiuCEenxGHBrLoFziyznN5WAMsNMpBULJPWfZNl,"I went to an At&t store in January (2024) inquiring about business internet solutions.
I was assured the Netgear nighthawk M6 system was the best option and that it was compatible with my Netgear Orbi Mesh Wifi system. However, they were out of stock in the store and we'd have to order over the phone.
We went home and ordered the device and again was assured it would work perfectly for our needs.
Within 24hrs of receiving the device, we started having connectivity issues.
Over the course of 2 mths and over 13 HOURS of service and tech support calls, we were informed by Netgear the device At&t provided is NOT compatible with our system.
We were then told we could return the device to the store.
Upon returning to the store, we were told the only way to return the device is through the phone customer service since that is how our order originated.
Upon calling the specified number provided by the store, I was transferred 3 times by agents that were assuring me I was being transferred to the appropriate department.
I finally requested the number to call myself. After doing that, I actually called the correct department.
After speaking with an agent that told me I could return the device but would be charged for the device, I asked to speak to a manager.
I have now been on hold for more than 15 minutes waiting for a manager.

This service is absolutely horrible. I was formerly the Director of Consumer Experience for a Fortune 500 company.  Therefore, I understand the difficulties of customer service.  This service is something At&t should be ashamed of.

I will be taking this story to social media and am contemplating switching my service to other providers (cell phones and two business accounts of which we pay more than $600/mth for).","""2024-04-12T01:40:44.000Z""",0,1
pfbid02YAFLnekRHUatDw4FqPzW9KD66Jh5J9p7k3EUWFT2KoQRBS4SJSajGddoymRGfjKCl,"We have been trying to get a simple Samsung for my 83 year old mom.  Everytime we try to order a phone when go go to the store they don't have it.  She doesn't need a $400 plus phone. What games are you playing?  We need to take her to T Mobile , AT&T  or Spectrum which are much cheaper.  You play for service and can't get a phone.","""2024-01-15T00:48:17.000Z""",0,1
pfbid02idg5wtatsw9iC3WtBs9CSWgaNvPkCArZzpwQdS3XaRP2KGM56j25TuSxPyLke51Nl,On my way ! Back door delivery!!!!,"""2023-04-18T13:42:21.000Z""",0,1
pfbid02RuTB7PX7F8ZZuKw5ZQhwkWW3PCmcxUrjXiKdFNW6KnDWHkWazezFtvxmpfoUGcatl,Amber Pitcher text and snap 😂😂,"""2024-01-12T02:05:40.000Z""",0,1
pfbid02qsNPVyftSegvxCMYHsKDk7uyCBCUr1gmhfXvLx9prWC5CD4Z1kdfVG7iZ16zeckSl,"AT&T was my worst contract I ever did. Never again. Too expensive, big lier.","""2023-06-13T18:27:53.000Z""",0,1
pfbid0uad8Uf9qgw5hZrftb25NAz88ntqorkw3RRm7H7QfDZXeqD118pbcpXr9zht6ZdGTl,NO SERVICE IN NC AS WELL.  ATT SUCKS,"""2024-02-22T12:12:20.000Z""",0,1
pfbid02YWEVqjsBBKXDt7T7tpojMNdXeJoRnkg93oBpBctKge4zSdd1nqKCz1fLR7nnXCGRl,Been auto pay scamming me since 2019 finally caught them 5 hours on phone everyone passes me to someone else. Guess I’ll have to file in court to get justice,"""2024-01-12T22:02:59.000Z""",0,1
pfbid0ydkdf16cUC7xH6cU7bTmJbcBJWiD5TsGuadT2EScMikfppyBe1SuNK1xYZAPqVPHl,"They are billing me internet 1000 fiber 1 GIG, and I have never received that service, I only receive 300 mb","""2022-12-27T18:15:19.000Z""",0,1
pfbid0TMDZC4JQjUFvV2NxaJVMEZdwi8oy7DR3RjooCCyqW4u7dVoKhrzK1g2GwaQ1Qv5Yl,Still opposition loading,"""2024-11-27T21:01:30.000Z""",0,1
pfbid02pF1eksacL6UaYvXinXcrnCQJ5KgGNabhYonyRUWzN9qiPL9NTZmVbHKbcYqsBci5l,Mariat Gomez,"""2024-01-12T00:04:18.000Z""",0,1
pfbid0FR3UyYnpjA4qwfk5hNMrB1JLZYQd8XreMGsY8dQwJququaBKtFWKgVDGA1Mf2psXl,Jenny Shumaker,"""2024-01-11T22:43:45.000Z""",0,1
pfbid02UKgJ4rEq7Hu15EUuikbkT665m71Vv1DUKPJ77GoocSpg8Hri6rwkAwhN6B272BLul,"Verizon : We have been experiencing an outage for over four days in Hamilton, Indiana.  No one can make or receive calls.  Your support tells everyone that no outage has been reported, but that is untrue.  

Please turn your attention to our service area and resolve your signal issues ASAP.","""2024-01-16T15:55:56.000Z""",0,1
pfbid02SCAJgPzdHLgm4e37ZCV5SCBpyqEBrymLVTsxmGC3AALkphF1RcS2xTMfRov8Wy33l,I am seeing that most the people on this site Hate AT&T...They don't help make their clients happy they are going to go by the wayside...,"""2023-04-28T18:27:32.000Z""",0,1
pfbid02SSgn2b1kbaeQJ7XS76c6bF4FxzuYkFQqC1mwcSdEs4Sb9g52dML1jJaHoLfkeF9wl,Sammi Aleshire,"""2024-01-13T12:08:20.000Z""",0,1
pfbid0D9E9NATx2X81c2yEF3KhZ6q8W35upA6JBjFfUgYn7j4eW9uVTLeyLX72eZpGpVful,"Gia Burris US! but 3. Text, IG, FB Msngr. 🤣","""2024-01-12T13:42:25.000Z""",0,1
pfbid0ryuvmjykhZYZujd5DQmgEwLBS4FopLyRzLzLiNJWTgMwFHL1rXLaRo1ag1qY5xGVl,AT&T IS BAIT AND SWITCH These are bait and switch plans like we found out on their iWatch promotion which is costing us $58 more per month then they quoted us. Their customer service say they cannot do anything about it. We will be switching to Sprint tomorrow.,"""2023-07-11T02:15:16.000Z""",0,1
100008058452411,Ashley Valdez,"""2024-01-11T23:14:44.000Z""",0,1
pfbid0RyGvyhqPAmosXT21irD2GkiLVsjdUZFPLf4HdwaWtUx6vcTaMXzTcFYHPExjM8wvl,This is my second year with att and I upgraded to next up and my phone was lost in transit and they still can’t fix my issue that I have this issue since October,"""2023-12-08T21:20:48.000Z""",0,1
pfbid02pyVdEUXqdEhjsPXEYtC8w7t1j3DWAD3mLMofarufv5xb2x5ZdgwUiFLiH9W9Z56pl,Larae Hill,"""2024-01-11T23:04:07.000Z""",0,1
pfbid02gnRv2sSDDZoW29Lq2imwR9xHhWWHaTiVPuoNajVtBFGPcTg84MJzZ8biDfQ2vBhkl,We brought our Great-Grandson Ryker to your event.  We all had an awesome time.  He especially liked brushing the goats and riding the train.  The food and cider were all so good.,"""2024-10-20T13:56:21.000Z""",0,1
pfbid02Qxjmm637y9qdhWs1NfNyoQnSKeEAcVGMPhkDmrnS65Rwjx8MAaZkDharBV8MJRUol,How precious!!!!!,"""2024-08-16T18:18:00.000Z""",0,1
pfbid032Enkc4zkyNzWXbCn3Fug8n3uxKVyt9S3Mpr9zQHFnFG4adEfYDyWm6zeZjG12ptrl,"Look how far we’ve come?

$10 a month to $200-$500.","""2024-01-11T23:49:45.000Z""",0,1
pfbid0J4NhsL5VzvbqCekLBTitBksSo7NJRdXUMVDshJZgLHxmV7S1TjyStg6dQhTtCUjrl,Spent 3 hours talking to an agent came down to a resolutuon then boom agent stopped responding. Wtf AT&T,"""2023-09-21T19:30:37.000Z""",0,1
pfbid03Vxn2JU5qtm9NSNo9d2yiERSNuzxDayNTkWFYzsksfW3eE3AkCknA5ssgBiFZF1zl,Erica Scearce,"""2024-01-12T13:33:30.000Z""",0,1
1837400285,"Have you tried the Executive Officers? Didn’t resolve my issue at all, but perhaps can be helpful to others: cersVCMAgency@verizonwireless.com","""2024-01-25T21:09:19.000Z""",0,1
pfbid0uDDdSwE1jKd27TtYpkb4mRwDxcNoeWH8KUKvMWE44obNmAtLNBq6SnUDJKxW1ck5l,Nice,"""2024-01-13T18:08:31.000Z""",0,1
pfbid0mB7Kdx1uT1kdWXs7h8FSTUTVnYjY9eKayMtYBoCEJu5TGaSR61fevHzMmqq2S3nFl,Is your cyber attack commercial supposed to mimic an active shooter situation? Sad...,"""2023-11-19T14:47:59.000Z""",0,1
pfbid02hXncSZhqd5hjUkYSFQ3iBfP62iyiuCUbBhQYfbPVMtGYzmeR48AhqxMJ6H8qBLN5l,Happy Birthday Brian!,"""2024-09-13T14:50:59.000Z""",0,1
pfbid031SvNPiNKDic8JorMfhTFQSr2B4rsz6PUHhJ76DJXJWPezC8BKzpAteArtjeSXcWCl,Jasmine 😅,"""2024-01-15T06:30:10.000Z""",0,1
pfbid02acSUdm45s4LUFEBm4H5mJCo5mEtYEmaCwvtXgAsQ8kYCqWKPJY1PYMLcPTKW1pwjl,"Pssst, Utah coverage won't even allow the internet to be used.","""2024-01-28T23:55:37.000Z""",0,1
pfbid0QmpQx3TpZjRTqEtCRh22CyXcvEfdfRJ4KFDhLdiLF8ymbWJqRMvjrPmafK7DmcgEl,Prayers being sent,"""2021-10-19T01:04:30.000Z""",0,1
pfbid024iBbhPs1MWbAL1x4ABZBfRakBxjoJfX2UgyZb7eQ427Rcszhh6x1av7J3fiAhbkjl,Kristina Carbone,"""2024-01-11T22:48:34.000Z""",0,1
pfbid033o78BgANjbhVm6qiHZ4dDKZ9rXESXuqT17K6gBgo3Z5NBsfQynupRxF4ZCgJM7F1l,Telisha N. Clark  🤭,"""2024-01-11T22:28:50.000Z""",0,1
pfbid0afHCd1wHbKCbHjS3C7eZADHAkSL73HMLcPa8SuV7Vh3iSsWUXvYfEtNYPMFat3kkl,Y fhsf fc vcbbf,"""2024-01-06T00:17:37.000Z""",0,1
pfbid02YTWAhuduopYhTkCbxjYaTaAxKhkknfbNgBJC3Vip2gWdHz4G53sLaLNkeJEGbuusl,"Perks promised on the home internet, and nothing but escalations and we will get around to it. :(","""2024-01-25T17:44:39.000Z""",0,1
pfbid0VfYdUaGJU6GCdNmtn7ectBZdrcXaWdPtCkEfeYzAo3N3qjVWTSTWUZj9V8nSE4K9l,Paige Brown,"""2024-01-13T02:58:25.000Z""",0,1
pfbid0WDSDFkeVYwg6X4K9Uae2xhNnugSM2BiRTd4QXZq2V382YtQnFBRRMGdDcKuiyoS3l,"Just switched my internet from AT&T, and I couldn't be happier... bad costumer service bad internet service bad bad bad all around","""2024-04-11T23:16:15.000Z""",0,1
pfbid04hkKdok55BLsQBXervEpC6iKyQK4j4bX74Jw5FQSVrzDnicir1AgTZy7GzYRZYecl,0,"""2024-01-16T01:04:13.000Z""",0,1
pfbid02k3oPpJ9R1expwAExRf6y3aWJfMwvQBhkmMRNbvdA2ZASoq35f4yRRgXPvknL5ptHl,Worst customer service that I have ever dealt with 💯,"""2023-12-09T19:30:18.000Z""",0,1
pfbid022un7jeLTqDh4d87XNeBGMFeaTfiiAmDDKJ9JvevBtt5d4rnbJQ6VYiVgYHdPdq6dl,Heidi Wills,"""2024-01-12T13:29:29.000Z""",0,1
pfbid02RvSCzSxBSEfuQBGgzqbiDSJEH1DPujb3XXW87uTpy1Cqgh7uqQMgNRh2Bdwh5VNel,Heather Newsome Alyson Roberts er’day! 😆,"""2024-01-12T11:21:19.000Z""",0,1
pfbid02YS5pjGpqjka1jmDHY76dd7DbtopDpbXfFciGoJyhds79RTkWB24iofN1b8rSzbaBl,0,"""2023-05-28T19:28:43.000Z""",0,1
pfbid02fbdQJRbJBp8WQe8mC5u4rYioxRKo8MDLx2KdaVtJvTKfAfPE2D1n2WY584TBXjiKl,"Verizon, how quickly you forget what 2008 was actually like..

Everyone: call me after 7 cuz it's free minutes.","""2024-01-13T17:47:24.000Z""",0,1
pfbid06sZJdHCSZALVjrCoYBV6nMp5cYivwZEzZ6PximF6qBXYnmFhq1qCTeokHC3mAowDl,"1969 - phone calls go through no problem

2024 - sitting in a city in an open parking lot surrounded by nothing = no service. Typical Lansdale, Pa and Harleysville, Pa","""2024-01-12T20:02:23.000Z""",0,1
pfbid0dGD56LcvSNJ9JGvA19Lnqp1kQbVrFh9w6KQNiBy69q3YMcexH3Ub67s6fMw8oYUhl,I am thankful for the new install Logan and Ricky did in my home. I enjoy the cool air of course but I feel better leaving my pups while I am away knowing they are comfortable.,"""2024-07-03T17:16:37.000Z""",0,1
pfbid0FTZAnD9e5aEtZPKuZczqkhGvLgL4JcgquHZPVFD8tt2cKdSEKau5ggMmZgdPRfgcl,Awful aervice,"""2024-02-05T21:09:04.000Z""",0,1
pfbid02CHs1S6nZ8U9SDPbUhwLYm5DzNLD9ajavMnq5bA9je9BAtov3J3xAeny6gMDkZQ2Fl,Can someone help me figure out what we are paying each month. It's new service but we keep getting things in the mail projecting our first and future bills and they always change but also seem higher.,"""2023-03-19T00:37:28.000Z""",0,1
pfbid0fWw4shQ3reQbYgyHRzP7b942yP5JbsDcohBJ8c7Zys1jFcpmS6yx2szwY2tdWa5Cl,"Need someone to contact me bout my wireless account, and my internet. ..i will be leaving att and need to know how we gonna do phone as you have the one i paid for.","""2023-08-10T01:26:08.000Z""",0,1
100091418588256,Wow,"""2023-04-04T06:43:39.000Z""",0,1
pfbid0jgWK5EWdFbDdLxdh5ePAUifhVriMjjHy6xsUz41CR3Xzdi243x31wnkb7QVSCCeel,Carol Aguilera Sandra Maldonado,"""2024-01-13T17:53:45.000Z""",0,1
pfbid08FwGNSgZqTKPeb7Qj4FDE6bf4JXrMrs5dorqMbD2zfcftRCSLZRy8YzcCwwxtVkVl,"The cider was delicious - Sunny Slope's is the bomb! Thanks, Shanklin, for the event!","""2024-10-20T13:21:43.000Z""",0,1
100021708967967,My main issue of voting against this government is about the dollar issue.,"""2024-11-28T14:39:51.000Z""",0,1
pfbid0UWGmfjM8bJCy4u1SqhPkw8JVwzdvsAw6uVBDLB2jcJFn9rmiH4crcMRbp5uMpMq9l,"Stop installing games I never asked for during your ""Security updates""","""2024-01-18T11:38:01.000Z""",0,1
pfbid02Q7hit6AK8drxx2A3xeDkEUBk5wkbYM45L8YEStf4jQE6dmVa7uFP7aVADnm4zNSsl,Dm is not texting?,"""2024-01-12T14:52:05.000Z""",0,1
pfbid031GsecJa9edpi8to3Bsxm8NPzUhneRjkk67DDHNMxQ8WzJcvC1Mv7ct5zP18CfqDWl,They are full of it so many technical problems and the techs that can fix it don't come.. just love waiting for no one to show up.,"""2023-09-18T18:19:57.000Z""",0,1
pfbid0LgisSpJ1EaM5kbbbhCXo2uYsa8z1xzHyX73gsn3tigokFMdxFT3yTmcYFrpTVQi6l,"You offered me a “Top Fan badge “, hahaha, NOT!","""2023-03-04T21:03:17.000Z""",0,1
pfbid0Uk2rU2odj4mSa3gF9ej12mmaNLaRRTJKsWjD7zw8uraRLm41276cgK2uoWER5PBcl,"The last few days have been awful and today it just got worse. 

We just found out that not only did AT&T TAKE OUT OUR PHONE LINES AND CANT REPAIR THEM, BUT THEY ”ACCIDENTALLY” CANCELLED THE PHONE NUMBERS THAT HAVE BEEN ATTACHED TO THIS SHOP FOR APPROXIMATELY 3 DECADES!!! CANCELLED THEM!! 

No one will elevate the problem. 

The last ”customer service” person we spoke to was taking calls WHILE she was ordering fast food (we have recordings), the last “service” person said the calls would be routed to Tim’s cell phone by the end of day…did not do it. 

Tim is feeling pretty down and beat y’all.

If ANYONE knows ANYTHING or ANYONE at @ATT and can help. We are at our wits end. 

👉🏼👉🏼👉🏼Or if you know a social media influencer or news organization who would do a story on what he’s going through. We are now in need of real assistance, before he loses his phone numbers forever. 

If you Tweet or TikTok or Email or FB anything at all. Please do. 
Please send something that may call attention from a person in a place of position, that can help. Please. AT&T Business 

Until then. Tim said to share his personal cell phone number with all of you, to show his commitment to making sure your vehicles are repaired in a timely fashion. So please feel free to call his cell phone to schedule your repair or check on your vehicle at Muffler Man of Lake Orion

Thank you.","""2023-04-22T02:22:41.000Z""",0,1
pfbid0hMXEVW25wyVs1FGXTyf2aEz5ZdsL8uBYGZyEfMkx6C6aWm39k1Wia9T36aoQuG6Dl,"At a time when people are struggling to get by, AT&T continues to increase pricing because of corporate greed. U-verse and Internet continue to rise several times this year. It’s absolutely ridiculous. I will find another service provider because there’s plenty out there!!!!!!!!","""2024-04-28T14:46:55.000Z""",0,1
pfbid02W6t5P8pkaR9XqXZNLDARD54fVR4dm6oNA5KtriSF9K52nLfU6npYwqseJYTg9mdEl,Danielle Garske this is us lol,"""2024-01-11T23:35:07.000Z""",0,1
1258495184,"I was visit AT&T Store Date January 1st, 2024 at 12449 Southwest Freeway, stafford, Tx 77477 at 16:42 till 18:44. Bought 5 Phones with 5 Lines. AT&T representative committed me; I have to pay for 5 Sims with unlimited Talk, Text and Unlimited Internet Data with 50 GB Hotspot is 144 Monthly and for 5 Device Total Monthly till 36 Months is 99.09 means total is 243.09 per month that's all no any hidden fees.

Since 52 Days AT&T delayed my Case, and Now Send me a $925.18 Bill.

18:00 till 18:20
Please check this time CCTV Footage and Voice
Date January 1st 2024 AT&T representative told me for below
They told me I have to pay for 5 Sims with unlimited Talk, Text and Unlimited Internet Data with 50 GB Hotspot is 144 Monthly and for 5 Device Total Monthly till 36 Months is 99.09.
Now today they disconnect my Line.
Fulfilled your representative commitments

3465581771
@followers 
Everyone 
@highlight 
AT&T Business","""2024-02-22T16:20:49.000Z""",0,1
pfbid037uqdZUNcK5548WFbhnqDFWPBG57HieDLy1SvNJahChcmphMRw83kjj1dNwTdzFkil,"I spent an hour at at&t trying to take care of my problems with my satellite and I never reached alive agent, it was pigeons! It was so frustrating!","""2024-02-27T17:14:32.000Z""",0,1
pfbid0gRTqSR4kF5qv6rwdG3evjDk7PUaTF33Kq3gPxyTE8nzGYhZPcxWnckgSyDradys1l,Is there a rain date?,"""2024-08-29T18:38:37.000Z""",0,1
pfbid02EHdGeASm3Hn1e1dYwsvMjSfabq4vup1nqFcjRyM4Aix9uTTKgsXW4vqD6tX1TphYl,"We received absolutely the most professional, courteous, careful and quick service from PROCO when we needed a new roof. They are our go-to folks and we recommend them to everyone!","""2024-05-09T16:19:18.000Z""",0,1
61563776680406,I just shot you an email!,"""2024-09-09T16:44:42.000Z""",0,1
pfbid02RKNugA3RbMJD4RmpGvCrQHqaG9UXJQF5byvqxFThk2h5JCWa8Zsm6TTV9Qsqzid9l,Kaitlynn Yoder 🤣,"""2024-01-12T00:45:51.000Z""",0,1
pfbid02mMA1PNZ1RoNMAbCMJHnEjYza2kVmcNfimV3KxqG9TduS1iW1kdNgvsEBu3c6evGAl,Can’t do that when Verizon doesn’t have data anywhere.,"""2024-01-25T23:08:58.000Z""",0,1
pfbid02X42s8ic3F5hCbXLRwkXXDfHvkfBeuXBmxg94Rwsq9rBaD6k3ASpCw3GeW8dPdMjTl,No to little service all day throughout north Alabama and north Georgia today.,"""2024-01-19T01:50:35.000Z""",0,1
