id,user_posted,description_translated,date_posted,likes,replies,reposts,views
1868297144634875962,Nor███rnI███and███,"All six of our @FIFAWorldCup qualifiers will have a 7:45pm kick-off ⚽️ #FIFAWorldCup 

Away venues and ticket details will be announced in due course 🏟️🎟️ #GAWA","""2024-12-15T14:08:45.000Z""",25,3,1,4691
1868288970351845798,BCF███men███,"Meeting the Quinns! 🥰

#BCFC","""2024-12-15T13:36:16.000Z""",61,2,2,3669
1868295078399431121,Bar███ysW███,"KO: Two games get underway across the country. 

Both games are LIVE on YouTube:","""2024-12-15T14:00:32.000Z""",87,3,5,18192
1868388217147539935,TNT███rts███,"""Seeing today's selection is a little sad!"" 😳🇧🇷 Romário sent this one when talking about the bad phase of #Brasileira selection, but was hopeful with the improvement after Neymar's return! 🙏","""2024-12-15T20:10:38.000Z""",145,9,7,17872
1868370122198364508,TNT███rts███,"Manchester is red! City The City thought it was guaranteed victory, but United showed that it is giant and sought the turn at the rival's house with two goals in the end! Crisis for Pep Guardiola and party on the red side! #Premierleague","""2024-12-15T18:58:44.000Z""",151,6,3,16429
1868376188651196917,TNT███rts███,"Is the train with fate Santos? 👀 Zé Rafael, Palmeiras steering wheel, should be the new reinforcement of the fish for the next seasons. The player would arrive at Alvinegro on a 1 year loan. 

🗞️: @donricadinho","""2024-12-15T19:22:50.000Z""",390,9,10,24999
1868387045305180485,ote███,"Sada Cruzeiro has reached 55 titles since 2010 with the winning of the Volleyball Club World Cup

Check out the club's title list in the last 14 years","""2024-12-15T20:05:59.000Z""",622,5,49,9124
1868387691492237364,ote███,"With 13 individual achievements, Wallace is accredited as one of the greatest of world volleyball

Wallace also has four clubs of clubs for Sada Cruzeiro","""2024-12-15T20:08:33.000Z""",424,1,22,5837
1868429614248251398,The███nom███,"Before Tulsi Gabbard started calling the Democratic Party an “elitist cabal of warmongers”, she belonged to it. Vogue even called her an “embodiment of the Obama era”.

Now she is Donald Trump’s pick to be his director of national intelligence","""2024-12-15T22:55:08.000Z""",31,26,4,49428
1868377996626735370,The███nom███,"France’s president made his choice after, reportedly, François Bayrou threatened to pull out of the centrist coalition. But he is likely to find it just as difficult as his predecessor did to produce a new budget for 2025","""2024-12-15T19:30:01.000Z""",17,4,4,52539
1868374736088015133,The███nom███,Europeans are hoping they can spend more on defence without giving up the good life. Can it be done?,"""2024-12-15T19:17:04.000Z""",45,13,8,54392
1868309504036585876,The███nom███,"China’s nationalists genuinely admire aspects of Donald Trump. They like his strongman image and the conservative social views he professes.

Many even brush off the president-elect’s threat of huge tariffs on Chinese goods. We explore why","""2024-12-15T14:57:51.000Z""",53,19,13,46547
1868239648859799686,The███nom███,Things have changed,"""2024-12-15T10:20:17.000Z""",25,18,5,46011
1868227762097434843,The███nom███,Excuses are running out for the British economy. Growth has been sluggish for over a decade. But now the tumult appears to be over. Will the country be able to sustain its recovery throughout 2025? We explain,"""2024-12-15T09:33:03.000Z""",26,16,6,47941
1868170549085503771,The███nom███,"Generative AI can write copy and draw images; the technology is also making it easier to target consumers with the right ad. 

It could eliminate 7.5% of America’s advertising jobs by 2030, one research firm predicts","""2024-12-15T05:45:42.000Z""",31,11,9,54146
1868092307888538074,The███nom███,Wherever Donald Trump takes America in the next four years will be felt for decades to come. Discover more in The World Ahead,"""2024-12-15T00:34:48.000Z""",55,24,16,57427
1868469294671302915,Met███ole███,"➡️ Lula shows head dressings after emergency surgeries in SP

President was discharged this Sunday (15/12). He suffered an intracranial hemorrhage and underwent two surgical procedures

Read:","""2024-12-16T01:32:48.000Z""",132,55,12,9738
1868411964172759230,Met███ole███,"➡️ Braga Netto is 1st General 4 Stars Arrested: Know Patent Power

Braga Netto is the first four-star general arrested since post-dictatorship. He was indicted by the PF accused of a coup plot

Read:","""2024-12-15T21:45:00.000Z""",44,30,4,6791
1868352610878562538,Met███ole███,"➡️ Living ""Out of System"" in Paris 

Couple lives in miniapartment that they call the ""urban biosphere"": an self -sufficient environment where almost everything is handmade. In 26 square meters, there is room for cooking, eating and cultivating plants. 

➡️ See the video of @dw_brasil, partner of the metropolis","""2024-12-15T17:49:09.000Z""",23,6,7,10422
1868347656956940654,Met███ole███,"➡️ Globo employee dies after being confused with militia in bar

Jhonata Lima Almeida, 30, was an assembler at Globo Studios and was in a bar in Nova Iguaçu when he was shot

Read:","""2024-12-15T17:29:28.000Z""",136,20,17,9777
1868392165086289958,Met███ole███,"➡️ Communist bar is stoned in SP and owner cites “fight against fascism”

Newly opened in Mooca, East Zone of SP, Communist Pub was stoned this week and owner sought the police

Read:","""2024-12-15T20:26:19.000Z""",1216,533,163,109074
1868093041678106666,Met███ole███,"➡️RJ: Employees will be dismissed after man dies when he dies of UPA

32 -year -old patient died after waiting for care at a UPA in Cidade de Deus, west of Rio. Pcerj investigates the case

Read:","""2024-12-15T00:37:43.000Z""",1201,258,126,79371
1868450367786111379,Rep███baj███,".@POTUS and @SecretaryPete ensured you get a refund for cancelled or heavily delayed flights.

Now there's talk of repealing those rules.
Really?

Is Donald Trump so petty that he's fine letting you foot the bill when an airline leaves you behind?","""2024-12-16T00:17:36.000Z""",2,2,2,287
1779560388859760867,Fab███ioR███no,"🔴⚫️🏆 Bayer Leverkusen win the Bundesliga title for the FIRST time in their history!

74 goals scored, 19 goals conceded, ZERO defeats.

Insane job by Xabi Alonso and this group of fantastic players.

Congratulations, @bayer04fussball! ✨","""2024-04-14T17:20:33.000Z""",375518,2645,48199,8521649
1868400631917998495,acm███n,🤩 @t_reijnders,"""2024-12-15T20:59:58.000Z""",4148,48,238,74303
1868355626104922315,SLB███ica███,"🔛 Rolls the ball in the village of Aves! 💪

#Avsslb • #ligaportugalbetclic","""2024-12-15T18:01:08.000Z""",200,3,10,14932
1868234554160623935,Kir███ceC███,Double trouble (and for once we're not talking about @DanTicktum),"""2024-12-15T10:00:02.000Z""",69,2,1,4022
1868295486626513400,Bar███ysW███,"The first player to 200 #BarclaysWSL appearances!

Jordan Nobbs 🤩","""2024-12-15T14:02:09.000Z""",2094,12,175,52433
1868285878130688200,Bar███ysW███,"That first half in numbers! 🔢

#BarclaysWSL","""2024-12-15T13:23:59.000Z""",883,25,43,36948
1868310468072501279,Bar███ysW███,"The stats are in following a dominant half from @ManUtdWomen 🫡

#BarclaysWSL","""2024-12-15T15:01:41.000Z""",191,1,10,10393
1868363125801808049,TNT███rts███,"What a madness! 😳 City wins until 88 of the second half, but United went to seek a historic turn! Yeah, Guardiola ... 👀 #premierleague","""2024-12-15T18:30:56.000Z""",2528,70,83,50653
1868484827139170738,The███nom███,"People in Asia sleep later, shorter and less well","""2024-12-16T02:34:32.000Z""",16,4,3,30218
1868480178201997805,The███nom███,"On “The Weekend Intelligence” podcast @studersc travels across America in search of what it means to be a Good Samaritan. On the way, she speaks to philosopher @agnescallard, as well as a pastor and a lawyer","""2024-12-16T02:16:03.000Z""",10,7,1,35594
1868439657664454710,The███nom███,The number of people in Latin America and the Caribbean opening their first bank account has been growing faster than the global rate in recent years. Financial institutions will aim to keep up the momentum in 2025,"""2024-12-15T23:35:02.000Z""",40,6,13,47859
1868377495684202695,The███nom███,"Abu Hassan al-Hamawi is largely responsible for his group’s sweeping conquest of much of Syria in recent weeks. 

Sipping tea and wearing a Kalashnikov, the military commander sat down to speak with us:","""2024-12-15T19:28:02.000Z""",18,2,3,50107
1868369192270913804,The███nom███,"There is something enigmatic about Tulsi Gabbard, who may soon run America’s spy agencies. It is not just a matter of first impressions. It is also her convictions. 

Some are batty enough to make a right-thinking person squirm","""2024-12-15T18:55:02.000Z""",51,37,6,53517
1868358629679612260,The███nom███,"With packed restaurants and throngs of shoppers, Madrid is enjoying a palpable pre-Christmas buzz. The rest of Spain’s economy is basking in it too.

But how long can the good times last?","""2024-12-15T18:13:04.000Z""",42,8,9,51046
1868322388531687504,The███nom███,"“It made me want to basically smash my phone.” 

How a Chinese hacking group reportedly targeted American politicians:","""2024-12-15T15:49:03.000Z""",32,6,6,46570
1868224234666746110,The███nom███,"Romania’s constitutional court has annulled the country’s presidential election after a crankish candidate illegally exploited social-media algorithms.

There is little doubt that this was the case, but there were other factors for his success","""2024-12-15T09:19:02.000Z""",83,37,26,116897
1868209147730124877,The███nom███,"Does an elusive handshake await Donald Trump and Ayatollah Ali Khamenei in 2025? 

The question may depend on whether Iran’s supreme leader can stomach such a photo-op","""2024-12-15T08:19:05.000Z""",16,16,8,46183
1868419513928257985,Met███ole███,"➡️ Sperm of salmon on the face: Understand Virginia Fonseca treatment

Salmon sperm has been widely used in aesthetic clinics to promote skin rejuvenation

Read:","""2024-12-15T22:15:00.000Z""",92,95,9,47716
1868300056287404335,Met███ole███,"➡️ After 6 days hospitalized, Lula is discharged from the medical team this Sunday

Since he was admitted to 9/12, Lula has undergone two surgical procedures at the Syrian Lebanese Hospital in downtown SP

Read:","""2024-12-15T14:20:19.000Z""",153,30,13,7586
1865959449720213791,Lig███VAM███,"Keep the Bicampeón is still alive !! 🦅🦅

Dramatic, the @clubamerica defeated the Cruz Azul and advanced to the grand final of #Nuestrafiesta, where he will look for the tricampeonato against @rayados.","""2024-12-09T03:19:35.000Z""",5591,269,623,231481
1868218335890198660,Cov███Sho███,"***UPDATE***

Guide To Iran's Navy &amp; IRGC's Drone Carriers, Forward Base Ships, and Covert Intelligence Ships -&gt;","""2024-12-15T08:55:35.000Z""",216,5,46,37468
1865981758518313344,NBA,"@Bucks @hornets @MiamiHEAT Nikola Jokić follows up his career-high 56 points last night with 48 tonight as the @nuggets win!

Michael Porter Jr.: 26 PTS (12-17 FGM)
Christian Braun: 17 PTS (7-11 FGM), 8 REB
Julian Strawther: 13 PTS (5-6 FGM)","""2024-12-09T04:48:14.000Z""",344,32,56,112351
1865983794068795687,NBA,"@Bucks @hornets @MiamiHEAT @nuggets Goga Bitadze grabs 9 offensive boards as the @OrlandoMagic improve to 10-0 at home!

Jalen Suggs: 26 PTS (14 in the 4Q)
Cole Anthony: 14 PTS, 2 BLK","""2024-12-09T04:56:19.000Z""",690,30,89,316095
1865986344238870996,NBA,"@Bucks @hornets @MiamiHEAT @nuggets @OrlandoMagic @spurs Jaren Jackson Jr. does it on both ends as the @memgrizz win for the 9th time in 10 games!

Santi Aldama: 19 PTS, 5 AST, 3 BLK
Jay Huff: 17 PTS
Scotty Pippen Jr.: 14 PTS, 12 AST","""2024-12-09T05:06:27.000Z""",206,25,47,60111
1868394856189722814,acm███n,"No way through in the first 45 at San Siro ⏸️

#MilanGenoa #SempreMilan 
Brought to you by @Bitpanda_global","""2024-12-15T20:37:01.000Z""",413,60,42,38425
1868354374407274725,SLB███ica███,"🌡️💨

#AVSSLB • #LigaPortugalBetclic","""2024-12-15T17:56:09.000Z""",627,5,19,18683
1868277356885835813,SLB███ica███,"#Slbenficafem | 🤩 Victory in the 1st hand of the # #TaçadaLigafeminine!

⚽ Cristina Martín-Prieto & Amp; Chandra Davidson.

#Lojasespacocasa #europcar #glassdrive #auditiv @adidasfootball","""2024-12-15T12:50:07.000Z""",132,0,15,7687
1868210843445604691,Pro███sWo███CSA███,"Smile everyone!😁

A ""Historic Moment"" in Women's Test Match Cricket for South Africa🇿🇦🏏

#AlwaysRising #WozaNawe
#BePartOfIt #SAvENG","""2024-12-15T08:25:49.000Z""",276,1,46,4420
1868204598626062765,Sco███ndN███,"🎂 Happy Birthday to @amygallacherr 🏴󠁧󠁢󠁳󠁣󠁴󠁿

#SWNT","""2024-12-15T08:01:00.000Z""",128,4,10,15182
1868258230712905872,KRC███kof███ial███,"Starting XI locked in for the clash in Brugge 💪

#mijnploeg  #krcgenk","""2024-12-15T11:34:07.000Z""",38,7,4,3576
1868322672414961995,AVW███ffi███l,"Let's go, Maz ✊

88' 🟣 3-1 ⚪️ // #BarclaysWSL","""2024-12-15T15:50:11.000Z""",116,4,3,6342
1868300938223771962,Bar███ysW███,"Manchester United's number eight 🔥

#BarclaysWSL @ManUtdWomen","""2024-12-15T14:23:49.000Z""",1008,6,57,18464
1868359870640173406,Bar███ysW███,"Ending the calendar year with three points 🤩

#BarclaysWSL @ManUtdWomen","""2024-12-15T18:18:00.000Z""",179,1,15,8779
1868415536239153250,SLB███ica███,"❤️⚪

#AVSSLB • #LigaPortugalBetclic","""2024-12-15T21:59:11.000Z""",520,10,22,14234
1868408713582727202,The███nom███,Health and long life correlate unsurprisingly with GDP per capita. But southern Europe is outperforming the usual link between wealth and health,"""2024-12-15T21:32:05.000Z""",26,6,5,54722
1868290419886350624,The███nom███,"Since 2020, the global economy has been pummelled by a succession of shocks: the pandemic, a fiscal spending bonanza, an inflation spike, the invasion of Ukraine and more. As the dust settles, what has changed? Read more in The World Ahead","""2024-12-15T13:42:01.000Z""",44,7,19,53672
1868285248804393080,The███nom███,"The loss of the key port of Tartus on Syria’s coast could soon hobble the Russian navy. 

Without it, the Kremlin’s naval operations in the Mediterranean are likely to become shorter, more expensive and more sporadic","""2024-12-15T13:21:29.000Z""",155,14,51,68078
1868369968380682330,The███nom███,"Georgia’s pro-Russia government is walking a fine line as it tries to crack down on protesters, but not so brutally as to provoke an uprising","""2024-12-15T18:58:07.000Z""",21,1,6,48463
1868222764546462155,The███nom███,"A dozen years ago Spain was a byword for economic failure. How that has changed. 

By our reckoning, it is now on course to be the best-performing rich-world economy of 2024 across a range of measures. Still, the country must not rest easy","""2024-12-15T09:13:11.000Z""",83,9,35,49402
1868166161977753652,The███nom███,"Tales of corruption are not new to Bangladesh. But never before has it been so widespread and pervasive, one expert reckons.

Fixing things, while the country rebuilds its institutions, will be tricky","""2024-12-15T05:28:16.000Z""",20,5,6,51909
1868139022570156415,The███nom███,The U-bend of life—and why it begins at 46,"""2024-12-15T03:40:25.000Z""",29,6,7,59964
1868337699708424547,Met███ole███,"➡️ “I live, whole and more wanting to work,” says Lula after discharge

President Lula was discharged on Sunday (15/12), after 6 days hospitalized because of surgery to contain a hemorrhage in the head

Read:","""2024-12-15T16:49:54.000Z""",241,116,46,11334
1868255837543870553,Met███ole███,"➡️ The video that complicates Braga Netto in PF investigations

The Federal Police used a dialogue by Braga Netto, registered in video, to reinforce the accusation that the general would have acted by a blow

Read in the column @paulocappelli_:","""2024-12-15T11:24:36.000Z""",1390,736,238,298748
1868245869864296515,Met███ole███,"➡️ Rodrigo Constantino: Know what are the symptoms of cancer in the language

Communicator Rodrigo Constantino revealed that he is fighting mouth cancer that would have started in his tongue

Read:","""2024-12-15T10:45:00.000Z""",259,139,6,37762
1865985070282018904,NBA,"@Bucks @hornets @MiamiHEAT @nuggets @OrlandoMagic Wemby comes up big late to power the @spurs to victory!

Stephon Castle: 22 PTS
Charles Bassey: 16 PTS, 12 REB, 4 BLK
Chris Paul: 10 AST (moves to 2nd all-time)","""2024-12-09T05:01:23.000Z""",252,20,56,38420
1868396393716421040,acm███n,"In an alternate universe perhaps we'd be smashing sixes... 🏏

#MilanGenoa #ACMilanWorthEveryMinute #SempreMilan","""2024-12-15T20:43:08.000Z""",1860,53,179,58458
1868363392819605760,acm███n,"Join us LIVE from San Siro on our app! 🔜📲
The celebration of 125 years of history begins at 19:45 CET ❤️🖤 

#MilanGenoa #ACMilanWorthEveryMinute #SempreMilan","""2024-12-15T18:32:00.000Z""",353,21,50,33350
1868385273714983122,SLB███ica███,"⏹ Ends the match.

#Avsslb • #ligaportugalbetclic","""2024-12-15T19:58:56.000Z""",353,245,38,55805
1868219446138999067,Ars███lWF███,"🟣 𝗠𝗔𝗧𝗖𝗛𝘿𝘼𝙔 🔵

🆚 Liverpool
🕜 2:30pm (UK)
🏆 @BarclaysWSL
🏟️ St Helens Stadium","""2024-12-15T09:00:00.000Z""",2758,51,262,138654
1868199559077458076,rsc███erl███t,Sunday is football. 🟣⚪️ #stvand,"""2024-12-15T07:40:59.000Z""",122,2,6,8026
1868320288175440281,Ast███art███1,"In a first-of-its-kind event for an #F1 team, Aston Martin Aramco welcomed singer-songwriter @AndrewCushin to the AMRTC to perform a special set for team members to mark the official launch of our new 'The Soundcheck' initiative.

Click below to find out more.","""2024-12-15T15:40:43.000Z""",149,7,10,31995
1868272685903671474,Bar███ysW███,"The final day of #BarclaysWSL action in 2024 is underway!

@EvertonWomen 🆚 @ManCityWomen 

Watch live on @BBCTwo","""2024-12-15T12:31:33.000Z""",133,2,7,17513
1868393715091562989,acm███n,"Celebrating 125 years with those who made it unforgettable ❤️🖤

#MilanGenoa #ACMilanWorthEveryMinute #SempreMilan 
Brought to you by @emirates","""2024-12-15T20:32:29.000Z""",1408,27,157,59698
1868393983002673179,TNT███rts███,"What a meeting! These guys are legendary! 🔥
Ronaldo and Adriano met in Maracanã on the day of the farewell of the emperor! These guys are very missing in our #Brasileira selection ...","""2024-12-15T20:33:33.000Z""",1031,7,38,28933
1868366321534246995,TNT███rts███,"Nothing like one day after the other, huh! 👀 Remember that this song has been sung countless times by the city fans for Erik Ten Hag. We lived the day she was sung for Pep Guardiola ... 😳 #premierleague","""2024-12-15T18:43:38.000Z""",388,16,11,22825
